institution,academic_year,programme,established,graduate,registered,enrolled,active
Athens School of Fine Arts,2020-2021,Εικαστικών Τεχνών,03/07/1990,99,1570,140,983
Athens School of Fine Arts,2020-2021,Θεωρίας και Ιστορίας της Τέχνης,07/09/2009,116,577,83,443
Aristotle University of Thessaloniki,2020-2021,Αγγλικής Γλώσσας και Φιλολογίας,03/05/1983,223,1557,227,806
Aristotle University of Thessaloniki,2020-2021,Αγρονόμων και Τοπογράφων Μηχανικών,24/10/1962,75,937,125,593
Aristotle University of Thessaloniki,2020-2021,Αρχιτεκτόνων Μηχανικών,03/05/1983,142,1297,161,973
Aristotle University of Thessaloniki,2020-2021,Βιολογίας,11/04/1973,103,975,166,556
Aristotle University of Thessaloniki,2020-2021,Γαλλικής Γλώσσας και Φιλολογίας,26/08/1982,60,792,68,375
Aristotle University of Thessaloniki,2020-2021,Γερμανικής Γλώσσας και Φιλολογίας,14/09/1981,113,1238,115,626
Aristotle University of Thessaloniki,2020-2021,Γεωλογίας,05/04/1973,81,1506,146,647
Aristotle University of Thessaloniki,2020-2021,Γεωπονίας,30/06/1928,302,3089,289,1668
Aristotle University of Thessaloniki,2020-2021,Δασολογίας και Φυσικού Περιβάλλοντος,14/09/1917,99,1459,153,911
Aristotle University of Thessaloniki,2020-2021,Δημοσιογραφίας και Μέσων Μαζικής Επικοινωνίας,27/07/1991,47,1227,143,1046
Aristotle University of Thessaloniki,2020-2021,Εικαστικών και Εφαρμοσμένων Τεχνών,03/05/1984,114,1103,290,750
Aristotle University of Thessaloniki,2020-2021,Εισαγωγική κατεύθυνση Μουσουλμανικών Σπουδών,19/04/2016,21,242,62,242
Aristotle University of Thessaloniki,2020-2021,Επιστήμης Φυσικής Αγωγής και Αθλητισμού,01/09/1983,296,2414,315,1125
Aristotle University of Thessaloniki,2020-2021,Επιστήμης Φυσικής Αγωγής και Αθλητισμού (Σέρρες),08/02/1985,129,830,189,468
Aristotle University of Thessaloniki,2020-2021,Επιστημών Προσχολικής Αγωγής και Εκπαίδευσης,09/07/1983,195,1628,228,1110
Aristotle University of Thessaloniki,2020-2021,Ηλεκτρολόγων Μηχανικών και Μηχανικών Υπολογιστών,01/09/1976,242,2828,315,1807
Aristotle University of Thessaloniki,2020-2021,Θεάτρου,03/05/1984,42,912,100,589
Aristotle University of Thessaloniki,2020-2021,Θεολογίας,25/10/1982,205,4326,274,1145
Aristotle University of Thessaloniki,2020-2021,Ιατρικής,18/02/1942,321,2505,332,1738
Aristotle University of Thessaloniki,2020-2021,Ιστορίας και Αρχαιολογίας,12/03/2020,280,1947,235,1100
Aristotle University of Thessaloniki,2020-2021,Ιταλικής Γλώσσας και Φιλολογίας,01/09/1960,85,949,78,395
Aristotle University of Thessaloniki,2020-2021,Κινηματογράφου,22/07/2004,75,898,112,623
Aristotle University of Thessaloniki,2020-2021,Κοινωνικής Θεολογίας και Χριστιανικού Πολιτισμού (πρωήν Ποιμαντικής και Κοινωνικής Θεολογίας),06/10/1994,120,2088,404,1201
Aristotle University of Thessaloniki,2020-2021,Κτηνιατρικής,17/10/1950,143,734,141,695
Aristotle University of Thessaloniki,2020-2021,Μαθηματικών,18/10/1928,241,2853,242,1174
Aristotle University of Thessaloniki,2020-2021,Μηχανικών Χωροταξίας και Ανάπτυξης,22/07/2004,101,766,133,624
Aristotle University of Thessaloniki,2020-2021,Μηχανολόγων Μηχανικών,10/09/1976,123,1935,188,1122
Aristotle University of Thessaloniki,2020-2021,Μουσικών Σπουδών,03/05/1984,50,753,76,452
Aristotle University of Thessaloniki,2020-2021,Νομικής,07/08/1930,338,4992,523,2258
Aristotle University of Thessaloniki,2020-2021,Οδοντιατρικής,07/09/1959,125,2527,124,2397
Aristotle University of Thessaloniki,2020-2021,Οικονομικών Επιστημών,19/11/1927,528,4655,548,1916
Aristotle University of Thessaloniki,2020-2021,Παιδαγωγικό Δημοτικής Εκπαίδευσης,16/07/1982,358,1792,339,1241
Aristotle University of Thessaloniki,2020-2021,Πληροφορικής,30/05/1991,129,1639,233,1107
Aristotle University of Thessaloniki,2020-2021,Πολιτικών Επιστημών,06/09/1999,142,1289,178,873
Aristotle University of Thessaloniki,2020-2021,Πολιτικών Μηχανικών,08/10/1955,158,2197,220,1254
Aristotle University of Thessaloniki,2020-2021,Φαρμακευτικής,22/03/1993,88,1015,141,785
Aristotle University of Thessaloniki,2020-2021,Φιλολογίας,01/09/1984,310,1940,298,1174
Aristotle University of Thessaloniki,2020-2021,Φιλοσοφίας και Παιδαγωγικής,27/04/1993,187,1328,261,957
Aristotle University of Thessaloniki,2020-2021,Φυσικής,27/08/1982,269,2608,258,1080
Aristotle University of Thessaloniki,2020-2021,Χημείας,03/07/2009,249,1560,221,863
Aristotle University of Thessaloniki,2020-2021,Χημικών Μηχανικών,28/06/1972,118,1186,160,730
Aristotle University of Thessaloniki,2020-2021,Ψυχολογίας,27/04/1993,300,1432,284,1024
School of Pedagogical and Technological Education (ASPETE),2020-2021,Εκπαιδευτικών Ηλεκτρολόγων Μηχανικών,05/06/2013,24,920,119,672
School of Pedagogical and Technological Education (ASPETE),2020-2021,Εκπαιδευτικών Ηλεκτρονικών Μηχανικών,05/06/2013,33,946,116,685
School of Pedagogical and Technological Education (ASPETE),2020-2021,Εκπαιδευτικών Μηχανολόγων Μηχανικών,05/06/2013,38,947,124,685
School of Pedagogical and Technological Education (ASPETE),2020-2021,Εκπαιδευτικών Πολιτικών Μηχανικών,01/09/2013,58,817,101,597
Agricultural University of Athens,2020-2021,Αγροτικής Οικονομίας και Ανάπτυξης,28/03/1985,75,1316,151,831
Agricultural University of Athens,2020-2021,Αξιοποίησης Φυσικών Πόρων και Γεωργικής Μηχανικής,16/06/1989,51,1277,131,775
Agricultural University of Athens,2020-2021,Βιοτεχνολογίας,16/06/1989,72,919,144,733
Agricultural University of Athens,2020-2021,Δασολογίας και Διαχείρισης Φυσικού Περιβάλλοντος,29/01/2019,10,272,144,272
Agricultural University of Athens,2020-2021,Διοίκησης Γεωργικών Επιχειρήσεων και Συστημάτων Εφοδιασμού,29/01/2019,0,527,267,527
Agricultural University of Athens,2020-2021,Επιστήμης Ζωικής Παραγωγής (πρώην Επιστήμης Ζωικής Παραγωγής και Υδατοκαλλιεργειών),16/06/1989,67,1139,140,822
Agricultural University of Athens,2020-2021,Επιστήμης Τροφίμων και Διατροφής του Ανθρώπου,16/06/1989,84,924,144,710
Agricultural University of Athens,2020-2021,Επιστήμης Φυτικής Παραγωγής,28/03/1985,128,2091,215,1246
Agricultural University of Athens,2020-2021,Περιφερειακής και Οικονομικής Ανάπτυξης,29/01/2019,0,312,196,312
Agricultural University of Athens,2020-2021,Δασοπονίας και Διαχείρισης Φυσικού Περιβάλλοντος ΤΕ (ΤΕΙ Στερεάς Ελλάδας),22/08/1994,20,646,0,353
Agricultural University of Athens,2020-2021,Διοίκησης Συστημάτων Εφοδιασμού ΤΕ (ΤΕΙ Στερεάς Ελλάδας),23/06/2005,65,1914,0,689
Agricultural University of Athens,2020-2021,"Διοίκησης, Οικονομίας και Επικοινωνίας Πολιτιστικών και Τουριστικών Μονάδων ΤΕ (ΤΕΙ Στερεάς Ελλάδας)",05/06/2013,129,2105,0,630
Democritus University of Thrace,2020-2021,Αγροτικής Ανάπτυξης,06/09/1999,139,1124,190,806
Democritus University of Thrace,2020-2021,Αρχιτεκτόνων Μηχανικών,06/09/1999,116,619,93,539
Democritus University of Thrace,2020-2021,"Γλώσσας, Φιλολογίας και Πολιτισμού Παρευξεινίων Χωρών",10/03/2000,58,815,151,326
Democritus University of Thrace,2020-2021,Δασολογίας και Διαχείρισης Περιβάλλοντος και Φυσικών Πόρων,06/09/1999,67,925,160,653
Democritus University of Thrace,2020-2021,Ελληνικής Φιλολογίας,13/09/1993,212,999,196,684
Democritus University of Thrace,2020-2021,Επιστήμης Φυσικής Αγωγής και Αθλητισμού,30/11/1983,200,1891,330,1215
Democritus University of Thrace,2020-2021,Επιστημών Εκπαίδευσης στην Προσχολική Ηλικία,16/07/1982,107,1043,189,786
Democritus University of Thrace,2020-2021,Ηλεκτρολόγων Μηχανικών και Μηχανικών Υπολογιστών,08/10/1975,111,1522,259,1004
Democritus University of Thrace,2020-2021,Ιατρικής,22/07/1977,135,962,171,771
Democritus University of Thrace,2020-2021,Ιστορίας και Εθνολογίας,10/04/1990,278,1159,211,699
Democritus University of Thrace,2020-2021,Κοινωνικής Εργασίας,07/05/2019,179,783,201,710
Democritus University of Thrace,2020-2021,Κοινωνικής Πολιτικής,07/05/2019,65,745,246,439
Democritus University of Thrace,2020-2021,Μηχανικών Παραγωγής και Διοίκησης,10/03/2000,62,951,138,769
Democritus University of Thrace,2020-2021,Μηχανικών Περιβάλλοντος,13/09/1993,104,1030,101,701
Democritus University of Thrace,2020-2021,Μοριακής Βιολογίας και Γενετικής,06/09/1999,62,613,145,447
Democritus University of Thrace,2020-2021,Νομικής,25/05/1974,313,4006,780,1964
Democritus University of Thrace,2020-2021,Οικονομικών Επιστημών,06/09/1999,189,1044,356,1010
Democritus University of Thrace,2020-2021,Παιδαγωγικό Δημοτικής Εκπαίδευσης,16/07/1982,36,1158,329,813
Democritus University of Thrace,2020-2021,Πολιτικής Επιστήμης,01/09/2019,99,756,188,606
Democritus University of Thrace,2020-2021,Πολιτικών Μηχανικών,25/05/1974,81,1402,205,800
International Hellenic University,2020-2021,Αγροτικής Βιοτεχνολογίας και Οινολογίας,07/05/2019,0,165,173,165
International Hellenic University,2020-2021,Αγωγής και Φροντίδας στην Πρώιμη Παιδική Ηλικία,07/05/2019,73,591,560,530
International Hellenic University,2020-2021,"Βιβλιοθηκονομίας, Αρχειονομίας και Συστημάτων Πληροφόρησης",07/05/2019,24,254,240,254
International Hellenic University,2020-2021,Βιοϊατρικών Επιστημών,07/05/2019,57,528,317,528
International Hellenic University,2020-2021,Γεωπονίας,07/05/2019,15,938,370,938
International Hellenic University,2020-2021,Δασολογίας και Φυσικού Περιβάλλοντος,07/05/2019,5,336,170,336
International Hellenic University,2020-2021,Δημιουργικού Σχεδιασμού και Ένδυσης,07/05/2019,8,291,148,291
International Hellenic University,2020-2021,Διοίκησης Εφοδιαστικής Αλυσίδας,07/05/2019,12,405,231,386
International Hellenic University,2020-2021,"Διοίκησης Οργανισμών, Μάρκετινγκ και Τουρισμού",07/05/2019,151,375,367,375
International Hellenic University,2020-2021,Διοικητικής Επιστήμης και Τεχνολογίας,07/05/2019,0,551,380,551
International Hellenic University,2020-2021,Επιστήμης και Τεχνολογίας Τροφίμων,07/05/2019,31,329,158,329
International Hellenic University,2020-2021,Επιστημών Διατροφής και Διαιτολογίας,07/05/2019,0,448,245,448
International Hellenic University,2020-2021,Εσωτερικής Αρχιτεκτονικής,07/05/2019,0,126,109,126
International Hellenic University,2020-2021,Λογιστικής και Πληροφοριακών Συστημάτων,07/05/2019,122,351,186,351
International Hellenic University,2020-2021,Λογιστικής και Χρηματοοικονομικής,07/05/2019,0,516,402,516
International Hellenic University,2020-2021,Μαιευτικής,07/05/2019,94,524,685,524
International Hellenic University,2020-2021,Μηχανικών Παραγωγής και Διοίκησης,07/05/2019,17,380,233,380
International Hellenic University,2020-2021,Μηχανικών Περιβάλλοντος,07/05/2019,0,244,120,244
International Hellenic University,2020-2021,Μηχανικών Πληροφορικής και Ηλεκτρονικών Συστημάτων,05/07/2019,11,416,237,416
International Hellenic University,2020-2021,"Μηχανικών Πληροφορικής, Υπολογιστών και Τηλεπικοινωνιών",07/05/2019,0,196,98,196
International Hellenic University,2020-2021,Μηχανικών Τοπογραφίας και Γεωπληροφορικής,07/05/2019,0,188,102,188
International Hellenic University,2020-2021,Μηχανολόγων Μηχανικών,07/05/2019,7,228,109,228
International Hellenic University,2020-2021,Νοσηλευτικής (Διδυμότειχο),07/05/2019,11,222,136,216
International Hellenic University,2020-2021,Νοσηλευτικής (Θεσσαλονίκη),07/05/2019,92,340,275,339
International Hellenic University,2020-2021,Οικονομικών Επιστημών,07/05/2019,0,482,333,478
International Hellenic University,2020-2021,Οργάνωσης και Διοίκησης Επιχειρήσεων,07/05/2019,0,615,325,615
International Hellenic University,2020-2021,Πληροφορικής,07/05/2019,0,372,273,372
International Hellenic University,2020-2021,Πολιτικών Μηχανικών,07/05/2019,0,158,119,158
International Hellenic University,2020-2021,Φυσικής,07/05/2019,0,239,205,239
International Hellenic University,2020-2021,Φυσικοθεραπείας,07/05/2019,212,495,176,443
International Hellenic University,2020-2021,Χημείας,07/05/2019,0,184,207,184
International Hellenic University,2020-2021,Αισθητικής και Κοσμητολογίας ΤΕ (ΑΤΕΙ Θεσσαλονίκης),12/10/1984,79,593,0,324
International Hellenic University,2020-2021,Αρχιτεκτονικής Τοπίου ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),17/09/2003,12,273,0,148
International Hellenic University,2020-2021,Βιβλιοθηκονομίας και Συστημάτων Πληροφόρησης ΤΕ (ΑΤΕΙ Θεσσαλονίκης),27/03/1984,12,805,0,376
International Hellenic University,2020-2021,Δασοπονίας και Διαχείρισης Φυσικού Περιβάλλοντος ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),23/06/2005,29,874,0,423
International Hellenic University,2020-2021,Διατροφής και Διαιτολογίας ΤΕ (ΑΤΕΙ Θεσσαλονίκης),27/11/1985,45,956,0,513
International Hellenic University,2020-2021,Διοίκησης Επιχειρήσεων ΤΕ (ΑΤΕΙ Θεσσαλονίκης),03/06/2013,108,1331,0,642
International Hellenic University,2020-2021,Διοίκησης Επιχειρήσεων ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),27/11/1985,182,1770,0,495
International Hellenic University,2020-2021,Διοίκησης Επιχειρήσεων ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),24/11/1983,135,2741,0,896
International Hellenic University,2020-2021,Διοίκησης Συστημάτων Εφοδιασμού ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),17/09/2003,76,1280,1,566
International Hellenic University,2020-2021,Διοίκησης Τουριστικών Επιχειρήσεων και Επιχειρήσεων Φιλοξενίας ΤΕ (ΑΤΕΙ Θεσσαλονίκης),03/06/2013,94,1036,0,575
International Hellenic University,2020-2021,"Εσωτερικής Αρχιτεκτονικής, Διακόσμησης και Σχεδιασμού Αντικειμένων ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας)",12/03/2009,0,219,0,135
International Hellenic University,2020-2021,Ηλεκτρολόγων Μηχανικών ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),24/11/1983,134,1611,0,637
International Hellenic University,2020-2021,Ηλεκτρονικών Μηχανικών ΤΕ (ΑΤΕΙ Θεσσαλονίκης),24/11/1983,57,1311,0,644
International Hellenic University,2020-2021,Ιατρικών Εργαστηρίων ΤΕ  (ΑΤΕΙ Θεσσαλονίκης),12/11/1984,30,574,0,308
International Hellenic University,2020-2021,Λογιστικής και Χρηματοοικονομικής ΤΕ (ΑΤΕΙ Θεσσαλονίκης),03/06/2013,69,3369,0,2456
International Hellenic University,2020-2021,Λογιστικής και Χρηματοοικονομικής ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),24/11/1983,66,1795,151,762
International Hellenic University,2020-2021,Λογιστικής και Χρηματοοικονομικής ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),05/06/2013,176,2441,0,697
International Hellenic University,2020-2021,Μαιευτικής ΤΕ (ΑΤΕΙ Θεσσαλονίκης),24/11/1983,5,393,0,369
International Hellenic University,2020-2021,Μηχανικών Αυτοματισμού ΤΕ (ΑΤΕΙ Θεσσαλονίκης),09/03/1988,32,972,0,486
International Hellenic University,2020-2021,Μηχανικών Πληροφορικής ΤΕ (ΑΤΕΙ Θεσσαλονίκης),09/03/1988,76,1495,0,867
International Hellenic University,2020-2021,Μηχανικών Πληροφορικής ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),05/06/2013,119,1469,0,551
International Hellenic University,2020-2021,Μηχανικών Πληροφορικής ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),06/09/1999,117,1607,0,480
International Hellenic University,2020-2021,Μηχανικών Τεχνολογίας Πετρελαίου και Φυσικού Αερίου ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),14/10/1976,86,1530,0,604
International Hellenic University,2020-2021,Μηχανικών Τοπογραφίας και Γεωπληροφορικής ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),06/09/1999,59,1300,0,303
International Hellenic University,2020-2021,Μηχανολόγων Μηχανικών ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),14/10/1976,46,1187,0,521
International Hellenic University,2020-2021,Μηχανολόγων Μηχανικών ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),05/06/2013,58,1284,0,405
International Hellenic University,2020-2021,Μηχανολόγων Οχημάτων ΤΕ (ΑΤΕΙ Θεσσαλονίκης),09/03/1988,49,838,0,394
International Hellenic University,2020-2021,Νοσηλευτικής ΤΕ (ΑΤΕΙ Θεσσαλονίκης),28/09/1970,33,632,0,399
International Hellenic University,2020-2021,Νοσηλευτικής ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),10/05/2007,38,237,0,205
International Hellenic University,2020-2021,Οινολογίας και Τεχνολογίας Ποτών ΤΕ (ΤΕΙ Ανατολικής Μακεδονίας και Θράκης),12/03/2009,23,439,0,317
International Hellenic University,2020-2021,Πολιτικών Μηχανικών ΤΕ (ΑΤΕΙ Θεσσαλονίκης),03/06/2013,87,950,0,450
International Hellenic University,2020-2021,Πολιτικών Μηχανικών ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),05/06/2013,74,1351,0,313
International Hellenic University,2020-2021,Προσχολικής Αγωγής ΤΕ (ΑΤΕΙ Θεσσαλονίκης),27/11/1985,23,316,0,255
International Hellenic University,2020-2021,Σχεδιασμού και Τεχνολογίας Ένδυσης ΤΕ (ΤΕΙ Κεντρικής Μακεδονίας),06/09/1999,15,1005,0,397
International Hellenic University,2020-2021,Τεχνολογίας Τροφίμων ΤΕ (ΑΤΕΙ Θεσσαλονίκης),24/11/1983,29,1095,0,558
International Hellenic University,2020-2021,Τεχνολόγων Γεωπόνων ΤΕ (ΑΤΕΙ Θεσσαλονίκης),06/03/2013,132,2515,0,1007
International Hellenic University,2020-2021,Φυσικοθεραπείας ΤΕ (ΑΤΕΙ Θεσσαλονίκης),24/11/1983,59,480,0,459
National and Kapodistrian University of Athens,2020-2021,Unknown,19/07/2019,0,23,23,23
National and Kapodistrian University of Athens,2020-2021,Αγγλικής Γλώσσας και Φιλολογίας,23/06/1951,263,4551,273,1026
National and Kapodistrian University of Athens,2020-2021,"Αγροτικής Ανάπτυξης, Αγροδιατροφής και Διαχείρισης Φυσικών Πόρων",29/01/2019,0,150,105,150
National and Kapodistrian University of Athens,2020-2021,Αεροδιαστημικής Επιστήμης και Τεχνολογίας,29/01/2019,0,267,107,267
National and Kapodistrian University of Athens,2020-2021,Βιολογίας,03/07/1970,140,1736,152,746
National and Kapodistrian University of Athens,2020-2021,Γαλλικής Γλώσσας και Φιλολογίας,16/07/1982,114,2242,121,583
National and Kapodistrian University of Athens,2020-2021,Γερμανικής Γλώσσας και Φιλολογίας,15/02/1977,83,1539,128,704
National and Kapodistrian University of Athens,2020-2021,Γεωλογίας και Γεωπεριβάλλοντος,03/07/1970,105,1970,151,741
National and Kapodistrian University of Athens,2020-2021,Διαχείρισης Λιμένων και Ναυτιλίας,29/01/2019,0,395,227,395
National and Kapodistrian University of Athens,2020-2021,Διοίκησης Επιχειρήσεων και Οργανισμών,29/01/2019,0,308,130,308
National and Kapodistrian University of Athens,2020-2021,Εκπαίδευσης και Αγωγής στην Προσχολική Ηλικία,16/07/1983,266,1665,226,1030
National and Kapodistrian University of Athens,2020-2021,Επικοινωνίας και Μέσων Μαζικής Ενημέρωσης,06/10/1989,158,1220,171,721
National and Kapodistrian University of Athens,2020-2021,Επιστήμης Φυσικής Αγωγής και Αθλητισμού,12/04/1983,219,4791,362,1637
National and Kapodistrian University of Athens,2020-2021,Θεατρικών Σπουδών,06/10/1989,79,1479,145,749
National and Kapodistrian University of Athens,2020-2021,Θεολογίας,16/07/1982,136,4401,255,1203
National and Kapodistrian University of Athens,2020-2021,Ιατρικής,24/04/1837,363,3060,365,1979
National and Kapodistrian University of Athens,2020-2021,Ισπανικής Γλώσσας και Φιλολογίας,01/10/2009,80,839,96,466
National and Kapodistrian University of Athens,2020-2021,Ιστορίας και Αρχαιολογίας,24/04/1986,296,3749,290,1459
National and Kapodistrian University of Athens,2020-2021,"Ιστορίας και Φιλοσοφίας της Επιστήμης (πρώην Μεθοδολογίας, Ιστορίας και Θεωρίας της Επιστήμης)",05/03/1993,87,1291,142,549
National and Kapodistrian University of Athens,2020-2021,Ιταλικής Γλώσσας και Φιλολογίας,01/10/2009,66,876,81,481
National and Kapodistrian University of Athens,2020-2021,Κοινωνικής Θεολογίας και Θρησκειολογίας (πρώην Κοινωνικής Θεολογίας),18/05/1977,166,3176,316,1340
National and Kapodistrian University of Athens,2020-2021,Κοινωνιολογίας,29/01/2019,0,254,116,254
National and Kapodistrian University of Athens,2020-2021,Μαθηματικών,04/06/1904,402,5652,315,1574
National and Kapodistrian University of Athens,2020-2021,Μουσικών Σπουδών,06/10/1989,53,1001,106,588
National and Kapodistrian University of Athens,2020-2021,Νομικής,24/04/1837,698,6842,715,3344
National and Kapodistrian University of Athens,2020-2021,Νοσηλευτικής,22/08/1983,163,1180,227,728
National and Kapodistrian University of Athens,2020-2021,Οδοντιατρικής,22/09/1916,117,1127,153,728
National and Kapodistrian University of Athens,2020-2021,Οικονομικών Επιστημών,27/08/1982,356,7952,452,2001
National and Kapodistrian University of Athens,2020-2021,Παιδαγωγικό Δημοτικής Εκπαίδευσης,07/09/1983,398,2509,372,1508
National and Kapodistrian University of Athens,2020-2021,Παιδαγωγικό Τμήμα Δευτεροβάθμιας Εκπαίδευσης,29/01/2019,36,555,263,555
National and Kapodistrian University of Athens,2020-2021,Πληροφορικής και Τηλεπικοινωνιών,16/06/1989,204,2618,258,1357
National and Kapodistrian University of Athens,2020-2021,Πολιτικής Επιστήμης και Δημόσιας Διοίκησης,11/06/1981,391,4297,296,1300
National and Kapodistrian University of Athens,2020-2021,Ρωσικής Γλώσσας και Φιλολογίας και Σλαβικών Σπουδών,31/07/2007,47,587,98,502
National and Kapodistrian University of Athens,2020-2021,Τεχνολογιών Ψηφιακής Βιομηχανίας,29/01/2019,0,469,236,469
National and Kapodistrian University of Athens,2020-2021,Τουρκικών Σπουδών και Σύγχρονων Ασιατικών Σπουδών,02/03/2004,23,1444,133,658
National and Kapodistrian University of Athens,2020-2021,Φαρμακευτικής,12/08/1838,146,1662,193,908
National and Kapodistrian University of Athens,2020-2021,Φιλολογίας,18/10/1984,529,3249,396,1669
National and Kapodistrian University of Athens,2020-2021,Φιλοσοφίας,29/01/2019,21,529,343,529
